compile_order,circuit_inventory_id,pair_id,regime,depth,two_qubit_count,num_qubits,ops
518,zz4_H1_zz4_pair_0218,zz4_pair_0218,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
519,zz4_H1_zz4_pair_0219,zz4_pair_0219,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
520,zz4_H1_zz4_pair_0220,zz4_pair_0220,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
521,zz4_H1_zz4_pair_0221,zz4_pair_0221,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
522,zz4_H1_zz4_pair_0222,zz4_pair_0222,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
523,zz4_H1_zz4_pair_0223,zz4_pair_0223,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
524,zz4_H1_zz4_pair_0224,zz4_pair_0224,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
525,zz4_H1_zz4_pair_0225,zz4_pair_0225,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
526,zz4_H1_zz4_pair_0226,zz4_pair_0226,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
527,zz4_H1_zz4_pair_0227,zz4_pair_0227,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
528,zz4_H1_zz4_pair_0228,zz4_pair_0228,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
529,zz4_H1_zz4_pair_0229,zz4_pair_0229,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
530,zz4_H1_zz4_pair_0230,zz4_pair_0230,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
531,zz4_H1_zz4_pair_0231,zz4_pair_0231,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
532,zz4_H1_zz4_pair_0232,zz4_pair_0232,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
533,zz4_H1_zz4_pair_0233,zz4_pair_0233,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
534,zz4_H1_zz4_pair_0234,zz4_pair_0234,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
535,zz4_H1_zz4_pair_0235,zz4_pair_0235,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
536,zz4_H1_zz4_pair_0236,zz4_pair_0236,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
537,zz4_H1_zz4_pair_0237,zz4_pair_0237,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
538,zz4_H1_zz4_pair_0238,zz4_pair_0238,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
539,zz4_H1_zz4_pair_0239,zz4_pair_0239,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
540,zz4_H1_zz4_pair_0240,zz4_pair_0240,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
541,zz4_H1_zz4_pair_0241,zz4_pair_0241,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
542,zz4_H1_zz4_pair_0242,zz4_pair_0242,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
543,zz4_H1_zz4_pair_0243,zz4_pair_0243,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
544,zz4_H1_zz4_pair_0244,zz4_pair_0244,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
545,zz4_H1_zz4_pair_0245,zz4_pair_0245,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
546,zz4_H1_zz4_pair_0246,zz4_pair_0246,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
547,zz4_H1_zz4_pair_0247,zz4_pair_0247,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
548,zz4_H1_zz4_pair_0248,zz4_pair_0248,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
549,zz4_H1_zz4_pair_0249,zz4_pair_0249,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
550,zz4_H1_zz4_pair_0250,zz4_pair_0250,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
551,zz4_H1_zz4_pair_0251,zz4_pair_0251,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
552,zz4_H1_zz4_pair_0252,zz4_pair_0252,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
553,zz4_H1_zz4_pair_0253,zz4_pair_0253,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
554,zz4_H1_zz4_pair_0254,zz4_pair_0254,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
555,zz4_H1_zz4_pair_0255,zz4_pair_0255,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
556,zz4_H1_zz4_pair_0256,zz4_pair_0256,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
557,zz4_H1_zz4_pair_0257,zz4_pair_0257,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
558,zz4_H1_zz4_pair_0258,zz4_pair_0258,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
559,zz4_H1_zz4_pair_0259,zz4_pair_0259,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
560,zz4_H1_zz4_pair_0260,zz4_pair_0260,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
561,zz4_H1_zz4_pair_0261,zz4_pair_0261,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
562,zz4_H1_zz4_pair_0262,zz4_pair_0262,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
563,zz4_H1_zz4_pair_0263,zz4_pair_0263,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
564,zz4_H1_zz4_pair_0264,zz4_pair_0264,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
565,zz4_H1_zz4_pair_0265,zz4_pair_0265,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
566,zz4_H1_zz4_pair_0266,zz4_pair_0266,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
567,zz4_H1_zz4_pair_0267,zz4_pair_0267,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
568,zz4_H1_zz4_pair_0268,zz4_pair_0268,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
569,zz4_H1_zz4_pair_0269,zz4_pair_0269,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
570,zz4_H1_zz4_pair_0270,zz4_pair_0270,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
571,zz4_H1_zz4_pair_0271,zz4_pair_0271,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
572,zz4_H1_zz4_pair_0272,zz4_pair_0272,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
573,zz4_H1_zz4_pair_0273,zz4_pair_0273,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
574,zz4_H1_zz4_pair_0274,zz4_pair_0274,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
575,zz4_H1_zz4_pair_0275,zz4_pair_0275,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
576,zz4_H1_zz4_pair_0276,zz4_pair_0276,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
577,zz4_H1_zz4_pair_0277,zz4_pair_0277,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
578,zz4_H1_zz4_pair_0278,zz4_pair_0278,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
579,zz4_H1_zz4_pair_0279,zz4_pair_0279,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
580,zz4_H1_zz4_pair_0280,zz4_pair_0280,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
581,zz4_H1_zz4_pair_0281,zz4_pair_0281,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
582,zz4_H1_zz4_pair_0282,zz4_pair_0282,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
583,zz4_H1_zz4_pair_0283,zz4_pair_0283,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
584,zz4_H1_zz4_pair_0284,zz4_pair_0284,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
585,zz4_H1_zz4_pair_0285,zz4_pair_0285,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
586,zz4_H1_zz4_pair_0286,zz4_pair_0286,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
587,zz4_H1_zz4_pair_0287,zz4_pair_0287,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
588,zz4_H1_zz4_pair_0288,zz4_pair_0288,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
589,zz4_H1_zz4_pair_0289,zz4_pair_0289,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
590,zz4_H1_zz4_pair_0290,zz4_pair_0290,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
591,zz4_H1_zz4_pair_0291,zz4_pair_0291,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
592,zz4_H1_zz4_pair_0292,zz4_pair_0292,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
593,zz4_H1_zz4_pair_0293,zz4_pair_0293,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
594,zz4_H1_zz4_pair_0294,zz4_pair_0294,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
595,zz4_H1_zz4_pair_0295,zz4_pair_0295,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
596,zz4_H1_zz4_pair_0296,zz4_pair_0296,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
597,zz4_H1_zz4_pair_0297,zz4_pair_0297,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
598,zz4_H1_zz4_pair_0298,zz4_pair_0298,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
599,zz4_H1_zz4_pair_0299,zz4_pair_0299,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
600,zz4_H2_zz4_pair_0000,zz4_pair_0000,H2,1,0,156,"{'measure': 4, 'barrier': 1}"
601,zz4_H2_zz4_pair_0001,zz4_pair_0001,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
602,zz4_H2_zz4_pair_0002,zz4_pair_0002,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
603,zz4_H2_zz4_pair_0003,zz4_pair_0003,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
604,zz4_H2_zz4_pair_0004,zz4_pair_0004,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
605,zz4_H2_zz4_pair_0005,zz4_pair_0005,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
606,zz4_H2_zz4_pair_0006,zz4_pair_0006,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
607,zz4_H2_zz4_pair_0007,zz4_pair_0007,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
608,zz4_H2_zz4_pair_0008,zz4_pair_0008,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
609,zz4_H2_zz4_pair_0009,zz4_pair_0009,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
610,zz4_H2_zz4_pair_0010,zz4_pair_0010,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
611,zz4_H2_zz4_pair_0011,zz4_pair_0011,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
612,zz4_H2_zz4_pair_0012,zz4_pair_0012,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
613,zz4_H2_zz4_pair_0013,zz4_pair_0013,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
614,zz4_H2_zz4_pair_0014,zz4_pair_0014,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
615,zz4_H2_zz4_pair_0015,zz4_pair_0015,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
616,zz4_H2_zz4_pair_0016,zz4_pair_0016,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
617,zz4_H2_zz4_pair_0017,zz4_pair_0017,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
618,zz4_H2_zz4_pair_0018,zz4_pair_0018,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
619,zz4_H2_zz4_pair_0019,zz4_pair_0019,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
620,zz4_H2_zz4_pair_0020,zz4_pair_0020,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
621,zz4_H2_zz4_pair_0021,zz4_pair_0021,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
622,zz4_H2_zz4_pair_0022,zz4_pair_0022,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
623,zz4_H2_zz4_pair_0023,zz4_pair_0023,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
624,zz4_H2_zz4_pair_0024,zz4_pair_0024,H2,1,0,156,"{'measure': 4, 'barrier': 1}"
625,zz4_H2_zz4_pair_0025,zz4_pair_0025,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
626,zz4_H2_zz4_pair_0026,zz4_pair_0026,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
627,zz4_H2_zz4_pair_0027,zz4_pair_0027,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
628,zz4_H2_zz4_pair_0028,zz4_pair_0028,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
629,zz4_H2_zz4_pair_0029,zz4_pair_0029,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
630,zz4_H2_zz4_pair_0030,zz4_pair_0030,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
631,zz4_H2_zz4_pair_0031,zz4_pair_0031,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
632,zz4_H2_zz4_pair_0032,zz4_pair_0032,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
633,zz4_H2_zz4_pair_0033,zz4_pair_0033,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
634,zz4_H2_zz4_pair_0034,zz4_pair_0034,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
635,zz4_H2_zz4_pair_0035,zz4_pair_0035,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
636,zz4_H2_zz4_pair_0036,zz4_pair_0036,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
637,zz4_H2_zz4_pair_0037,zz4_pair_0037,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
638,zz4_H2_zz4_pair_0038,zz4_pair_0038,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
639,zz4_H2_zz4_pair_0039,zz4_pair_0039,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
640,zz4_H2_zz4_pair_0040,zz4_pair_0040,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
641,zz4_H2_zz4_pair_0041,zz4_pair_0041,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
642,zz4_H2_zz4_pair_0042,zz4_pair_0042,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
643,zz4_H2_zz4_pair_0043,zz4_pair_0043,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
644,zz4_H2_zz4_pair_0044,zz4_pair_0044,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
645,zz4_H2_zz4_pair_0045,zz4_pair_0045,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
646,zz4_H2_zz4_pair_0046,zz4_pair_0046,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
647,zz4_H2_zz4_pair_0047,zz4_pair_0047,H2,1,0,156,"{'measure': 4, 'barrier': 1}"
648,zz4_H2_zz4_pair_0048,zz4_pair_0048,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
649,zz4_H2_zz4_pair_0049,zz4_pair_0049,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
650,zz4_H2_zz4_pair_0050,zz4_pair_0050,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
651,zz4_H2_zz4_pair_0051,zz4_pair_0051,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
652,zz4_H2_zz4_pair_0052,zz4_pair_0052,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
653,zz4_H2_zz4_pair_0053,zz4_pair_0053,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
654,zz4_H2_zz4_pair_0054,zz4_pair_0054,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
655,zz4_H2_zz4_pair_0055,zz4_pair_0055,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
656,zz4_H2_zz4_pair_0056,zz4_pair_0056,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
657,zz4_H2_zz4_pair_0057,zz4_pair_0057,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
658,zz4_H2_zz4_pair_0058,zz4_pair_0058,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
659,zz4_H2_zz4_pair_0059,zz4_pair_0059,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
660,zz4_H2_zz4_pair_0060,zz4_pair_0060,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
661,zz4_H2_zz4_pair_0061,zz4_pair_0061,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
662,zz4_H2_zz4_pair_0062,zz4_pair_0062,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
663,zz4_H2_zz4_pair_0063,zz4_pair_0063,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
664,zz4_H2_zz4_pair_0064,zz4_pair_0064,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
665,zz4_H2_zz4_pair_0065,zz4_pair_0065,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
666,zz4_H2_zz4_pair_0066,zz4_pair_0066,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
667,zz4_H2_zz4_pair_0067,zz4_pair_0067,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
668,zz4_H2_zz4_pair_0068,zz4_pair_0068,H2,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
669,zz4_H2_zz4_pair_0069,zz4_pair_0069,H2,1,0,156,"{'measure': 4, 'barrier': 1}"
670,zz4_H2_zz4_pair_0070,zz4_pair_0070,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
671,zz4_H2_zz4_pair_0071,zz4_pair_0071,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
672,zz4_H2_zz4_pair_0072,zz4_pair_0072,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
673,zz4_H2_zz4_pair_0073,zz4_pair_0073,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
674,zz4_H2_zz4_pair_0074,zz4_pair_0074,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
675,zz4_H2_zz4_pair_0075,zz4_pair_0075,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
676,zz4_H2_zz4_pair_0076,zz4_pair_0076,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
677,zz4_H2_zz4_pair_0077,zz4_pair_0077,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
678,zz4_H2_zz4_pair_0078,zz4_pair_0078,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
679,zz4_H2_zz4_pair_0079,zz4_pair_0079,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
680,zz4_H2_zz4_pair_0080,zz4_pair_0080,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
681,zz4_H2_zz4_pair_0081,zz4_pair_0081,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
682,zz4_H2_zz4_pair_0082,zz4_pair_0082,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
683,zz4_H2_zz4_pair_0083,zz4_pair_0083,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
684,zz4_H2_zz4_pair_0084,zz4_pair_0084,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
685,zz4_H2_zz4_pair_0085,zz4_pair_0085,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
686,zz4_H2_zz4_pair_0086,zz4_pair_0086,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
687,zz4_H2_zz4_pair_0087,zz4_pair_0087,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
688,zz4_H2_zz4_pair_0088,zz4_pair_0088,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
689,zz4_H2_zz4_pair_0089,zz4_pair_0089,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
690,zz4_H2_zz4_pair_0090,zz4_pair_0090,H2,1,0,156,"{'measure': 4, 'barrier': 1}"
691,zz4_H2_zz4_pair_0091,zz4_pair_0091,H2,82,18,156,"{'rz': 77, 'sx': 48, 'cz': 18, 'measure': 4, 'barrier': 1}"
692,zz4_H2_zz4_pair_0092,zz4_pair_0092,H2,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
